slug;name_en;name_ru
landmine-thruster;Landmine Thruster;Трастер с лендмайном
lat-and-lateral-line-stretch;Lat And Lateral Line Stretch;Растяжка широчайших и боковой линии
lat-and-shoulder-external-rotation-stretch-1-kneeling-dowel;Lat And Shoulder External Rotation Stretch 1 Kneeling Dowel;Растяжка широчайшей мышцы и внешней ротации плеча с палкой на коленях 1
lat-and-shoulder-external-rotation-stretch-2-kneeling-dowel;Lat And Shoulder External Rotation Stretch 2 Kneeling Dowel;Растяжка широчайшей мышцы и внешней ротации плеча с палкой на коленях 2
lat-and-shoulder-external-rotation-stretch-3-kneeling-dowel;Lat And Shoulder External Rotation Stretch 3 Kneeling Dowel;Растяжка широчайшей мышцы и внешней ротации плеча с палкой на коленях 3
lat-mobilisation-floor-foam-roller;Lat Mobilisation Floor Foam Roller;Мобилизация широчайшей мышцы на полу с массажным роликом
lateral-lunge;Lateral Lunge;Боковой выпад
lats-stretch-variation-one;Lats Stretch Variation One;Растяжка широчайших мышц спины, вариант 1
lats-stretch-variation-three;Lats Stretch Variation Three;Растяжка широчайших мышц спины, вариант 3
lats-stretch-variation-two;Lats Stretch Variation Two;Растяжка широчайших мышц спины, вариант 2
lawnmower-row;Lawnmower Row;Тяга «газонокосилка»
laying-alternating-leg-raise;Laying Alternating Leg Raise;Лёжа поочерёдный подъём ног
laying-bent-leg-raise;Laying Bent Leg Raise;Лёжа подъём согнутых ног
laying-lateral-raise;Laying Lateral Raise;Лёжа подъём рук в стороны
laying-leg-raises;Laying Leg Raises;Лёжа ноги подъёмы
laying-ts;Laying Ts;T-подъёмы лёжа
leg-lowers;Leg Lowers;Опускание ног
leg-raised-push-up;Leg Raised Push Up;Отжимание с поднятой ногой
long-lever-forearm-plank;Long Lever Forearm Plank;Длинный рычаг планка на предплечьях
long-lever-plank;Long Lever Plank;Длинный рычаг планка
lord-of-the-dance;Lord Of The Dance;Поза танцора
lower-back-extensions-2;Lower Back Extensions 2;Нижний спиной разгибания 2
lower-back-extensions-3;Lower Back Extensions 3;Нижний спиной разгибания 3
lower-back-extensions-4;Lower Back Extensions 4;Нижний спиной разгибания 4
lower-back-stretch-variation-four;Lower back Stretch Variation Four;Растяжка поясницы, вариант 4
lower-back-stretch-variation-one;Lower back Stretch Variation One;Растяжка поясницы, вариант 1
lower-back-stretch-variation-three;Lower back Stretch Variation Three;Растяжка поясницы, вариант 3
lower-back-stretch-variation-two;Lower back Stretch Variation Two;Растяжка поясницы, вариант 2
lumbar-extensor-mobilisation-supine-bent-knees-peanut-tool;Lumbar Extensor Mobilisation Supine Bent Knees Peanut Tool;Мобилизация разгибателей поясницы лёжа на спине с согнутыми коленями и peanut-массажёром
lumbar-rotation-1;Lumbar Rotation 1;Вращение поясницы 1
lumbar-rotation-2;Lumbar Rotation 2;Вращение поясницы 2
lumbar-rotation-3;Lumbar Rotation 3;Вращение поясницы 3
lumbar-rotation-4;Lumbar Rotation 4;Вращение поясницы 4
lumbar-rotation-5;Lumbar Rotation 5;Вращение поясницы 5
machine-45-degree-back-extension;Machine 45 Degree Back Extension;45 градусов гиперэкстензия в тренажёре
machine-45-degree-calf-raise;Machine 45 Degree Calf Raise;45 градусов подъём на носки в тренажёре
machine-assisted-chin-up;Machine Assisted Chin Up;С поддержкой подтягивание обратным хватом в тренажёре
machine-assisted-narrow-pull-up;Machine Assisted Narrow Pull Up;С поддержкой узкий подтягивание в тренажёре
machine-assisted-neutral-chin-up;Machine Assisted Neutral Chin Up;С поддержкой нейтральным хватом подтягивание обратным хватом в тренажёре
machine-assisted-parallel-bar-dips;Machine Assisted Parallel Bar Dips;С поддержкой параллельных с прямой рукоятью отжимания на брусьях в тренажёре
machine-assisted-pull-up;Machine Assisted Pull Up;С поддержкой подтягивание в тренажёре
machine-back-extension;Machine Back Extension;Гиперэкстензия в тренажёре
machine-belt-squat;Machine Belt Squat;С поясом приседание в тренажёре
machine-bent-arm-pec-fly;Machine Bent Arm Pec Fly;С согнутой рукой разведение рук на грудь в тренажёре
machine-bicep-curl;Machine Bicep Curl;На бицепс сгибание рук в тренажёре
machine-cable-v-bar-push-downs;Machine Cable V Bar Push Downs;Разгибание рук вниз с V-рукоятью в тренажёре
machine-chest-press;Machine Chest Press;Жим от груди в тренажёре
machine-chest-supported-t-bar-row;Machine Chest Supported T Bar Row;Груди с опорой Т-гриф тяга в тренажёре
machine-crunch;Machine Crunch;Скручивание в тренажёре
machine-dips;Machine Dips;Отжимания на брусьях в тренажёре
machine-donkey-calf-raise;Machine Donkey Calf Raise;Подъём на носки в наклоне в тренажёре
machine-glute-kickback;Machine Glute Kickback;Отведение ноги назад на ягодицы в тренажёре
machine-goblet-sissy-squat;Machine Goblet Sissy Squat;Гоблет сисси-присед в тренажёре
machine-hack-squat;Machine Hack Squat;Гакк-приседание в тренажёре
machine-hamstring-curl;Machine Hamstring Curl;Сгибание ног на заднюю поверхность бедра в тренажёре
machine-hip-abduction;Machine Hip Abduction;Отведение бедра в тренажёре
machine-hip-adduction;Machine Hip Adduction;Приведение бедра в тренажёре
machine-hip-and-glute-abduction;Machine Hip And Glute Abduction;Тазобедренных суставов и ягодичных мышц отведение в тренажёре
machine-hip-and-glute-adduction;Machine Hip And Glute Adduction;Тазобедренных суставов и ягодичных мышц приведение в тренажёре
machine-hip-and-glute-kickback;Machine Hip And Glute Kickback;Тазобедренных суставов и отведение ноги назад на ягодицы в тренажёре
machine-hip-thrust;Machine Hip Thrust;Ягодичный мост с опорой плечами в тренажёре
machine-horizontal-leg-press;Machine Horizontal Leg Press;Горизонтальный ноги жим в тренажёре
machine-horizontal-leg-press-calf-jump;Machine Horizontal Leg Press Calf Jump;Горизонтальный ноги жим прыжок на носках в тренажёре
machine-horizontal-leg-press-calf-raise;Machine Horizontal Leg Press Calf Raise;Горизонтальный ноги жим подъём на носки в тренажёре
machine-horizontal-sissy-leg-press;Machine Horizontal Sissy Leg Press;Горизонтальный сисси ноги жим в тренажёре
machine-leg-extension;Machine Leg Extension;Разгибание ног в тренажёре
machine-leg-press;Machine Leg Press;Ноги жим в тренажёре
machine-neutral-overhead-press;Machine Neutral Overhead Press;Нейтральным хватом жим над головой в тренажёре
machine-neutral-row;Machine Neutral Row;Нейтральным хватом тяга в тренажёре
machine-overhand-overhead-press;Machine Overhand Overhead Press;Прямым хватом жим над головой в тренажёре
machine-overhand-row;Machine Overhand Row;Прямым хватом тяга в тренажёре
machine-overhead-tricep-extension;Machine Overhead Tricep Extension;Разгибание рук на трицепс над головой в тренажёре
machine-pec-fly;Machine Pec Fly;Разведение рук на грудь в тренажёре
machine-pendulum-squat;Machine Pendulum Squat;Маятниковое приседание в тренажёре
machine-plate-loaded-calf-raise;Machine Plate Loaded Calf Raise;С дисковой нагрузкой подъём на носки в тренажёре
machine-plate-loaded-crunch;Machine Plate Loaded Crunch;С дисковой нагрузкой скручивание в тренажёре
machine-plate-loaded-decline-chest-press;Machine Plate Loaded Decline Chest Press;С дисковой нагрузкой на скамье с отрицательным наклоном жим от груди в тренажёре
machine-plate-loaded-front-military-press;Machine Plate Loaded Front Military Press;С дисковой нагрузкой вперёд армейский жим в тренажёре
machine-plate-loaded-hip-thrust;Machine Plate Loaded Hip Thrust;С дисковой нагрузкой ягодичный мост с опорой плечами в тренажёре
machine-plate-loaded-incline-chest-press;Machine Plate Loaded Incline Chest Press;С дисковой нагрузкой на наклонной скамье жим от груди в тренажёре
machine-plate-loaded-kneeling-hamstring-curl;Machine Plate Loaded Kneeling Hamstring Curl;С дисковой нагрузкой на коленях сгибание ног на заднюю поверхность бедра в тренажёре
machine-plate-loaded-leg-extension;Machine Plate Loaded Leg Extension;С дисковой нагрузкой разгибание ног в тренажёре
machine-plate-loaded-low-incline-bench-press;Machine Plate Loaded Low Incline Bench Press;С дисковой нагрузкой нижний жим лёжа на наклонной скамье в тренажёре
machine-plate-loaded-low-row;Machine Plate Loaded Low Row;С дисковой нагрузкой нижний тяга в тренажёре
machine-plate-loaded-pulldown;Machine Plate Loaded Pulldown;С дисковой нагрузкой тяга верхнего блока в тренажёре
machine-plate-loaded-row;Machine Plate Loaded Row;С дисковой нагрузкой тяга в тренажёре
machine-plate-loaded-seal-row;Machine Plate Loaded Seal Row;С дисковой нагрузкой тяга лёжа грудью на скамье в тренажёре
machine-plate-loaded-t-bar-row;Machine Plate Loaded T Bar Row;С дисковой нагрузкой Т-гриф тяга в тренажёре
machine-pulldown;Machine Pulldown;Тяга верхнего блока в тренажёре
machine-pullover;Machine Pullover;Пуловер в тренажёре
machine-rear-deltoid-row;Machine Rear Deltoid Row;Назад дельты тяга в тренажёре
machine-reverse-fly;Machine Reverse Fly;Обратное разведение рук в тренажёре
machine-reverse-hyperextension;Machine Reverse Hyperextension;Обратный гиперэкстензия в тренажёре
machine-roll-outs;Machine Roll Outs;Выкаты в тренажёре
machine-seated-cable-row;Machine Seated Cable Row;Горизонтальная тяга на блоке сидя в тренажёре
machine-seated-calf-raises;Machine Seated Calf Raises;Сидя подъёмы на носки в тренажёре
machine-seated-hamstring-curl;Machine Seated Hamstring Curl;Сидя сгибание ног на заднюю поверхность бедра в тренажёре
machine-seated-leg-curl;Machine Seated Leg Curl;Сидя сгибание ног в тренажёре
machine-seated-plate-loaded-preacher-curl;Machine Seated Plate Loaded Preacher Curl;Сидя с дисковой нагрузкой сгибание рук на скамье Скотта в тренажёре
machine-seated-shrug;Machine Seated Shrug;Сидя шраги в тренажёре
machine-single-leg-leg-press;Machine Single Leg Leg Press;Одной ноги ноги жим в тренажёре
machine-sissy-squat;Machine Sissy Squat;Сисси-присед в тренажёре
machine-squat-press;Machine Squat Press;Приседание с жимом в тренажёре
machine-standing-calf-raises;Machine Standing Calf Raises;Стоя подъёмы на носки в тренажёре
machine-standing-hamstring-curl;Machine Standing Hamstring Curl;Стоя сгибание ног на заднюю поверхность бедра в тренажёре
machine-standing-lateral-raise;Machine Standing Lateral Raise;Стоя подъём рук в стороны в тренажёре
machine-standing-plate-loaded-preacher-curl;Machine Standing Plate Loaded Preacher Curl;Стоя с дисковой нагрузкой сгибание рук на скамье Скотта в тренажёре
machine-standing-shrug;Machine Standing Shrug;Стоя шраги в тренажёре
machine-tricep-pushdown;Machine Tricep Pushdown;Разгибание рук на блоке вниз в тренажёре
machine-underhand-row;Machine Underhand Row;Обратным хватом тяга в тренажёре
medicine-ball-ball-headlock-squat;Medicine Ball Ball Headlock Squat;Приседание с медболом в захвате у головы
medicine-ball-ball-offset-squat;Medicine Ball Ball Offset Squat;Мяч асимметричный приседание с медболом
medicine-ball-chest-press-partner-toss;Medicine Ball Chest Press Partner Toss;Жим от груди с броском партнёру с медболом
medicine-ball-chest-press-slam;Medicine Ball Chest Press Slam;Жим от груди бросок мяча в пол с медболом
medicine-ball-chest-press-toss;Medicine Ball Chest Press Toss;Жим от груди с броском медбола
medicine-ball-clean-and-press-slam;Medicine Ball Clean And Press Slam;Взятие на грудь и жим бросок мяча в пол с медболом
medicine-ball-dead-bug;Medicine Ball Dead Bug;Мёртвый жук с медболом
medicine-ball-half-kneeling-wood-chopper;Medicine Ball Half Kneeling Wood Chopper;На одном колене дровосек с медболом
medicine-ball-halo;Medicine Ball Halo;Хало с медболом
medicine-ball-hip-abduction;Medicine Ball Hip Abduction;Отведение бедра с медболом
medicine-ball-hollow-hold;Medicine Ball Hollow Hold;Удержание «банан» с медболом
medicine-ball-kneeling-wood-chopper;Medicine Ball Kneeling Wood Chopper;На коленях дровосек с медболом
medicine-ball-lateral-lunge-slam;Medicine Ball Lateral Lunge Slam;Боковой выпад бросок мяча в пол с медболом
medicine-ball-overhead-reverse-lunge;Medicine Ball Overhead Reverse Lunge;Над головой обратный выпад с медболом
medicine-ball-overhead-squat;Medicine Ball Overhead Squat;Над головой приседание с медболом
medicine-ball-partner-side-toss;Medicine Ball Partner Side Toss;Боковой бросок медбола партнёру
medicine-ball-partner-situp-toss;Medicine Ball Partner Situp Toss;Подъём туловища с броском медбола партнёру
medicine-ball-plank;Medicine Ball Plank;Планка с медболом
medicine-ball-press-jack;Medicine Ball Press Jack;Джек с жимом с медболом
medicine-ball-pushup;Medicine Ball Pushup;Отжимание с медболом
medicine-ball-rainbow-slam;Medicine Ball Rainbow Slam;Бросок мяча по дуге с медболом
medicine-ball-reverse-lunge;Medicine Ball Reverse Lunge;Обратный выпад с медболом
medicine-ball-reverse-lunge-twist;Medicine Ball Reverse Lunge Twist;Обратный выпад скручивание с медболом
medicine-ball-russian-twist;Medicine Ball Russian Twist;Скручивание с поворотом с медболом
medicine-ball-self-toss;Medicine Ball Self Toss;Бросок медбола самому себе
medicine-ball-single-leg-deadlift;Medicine Ball Single Leg Deadlift;Становая тяга на одной ноге с медболом
medicine-ball-slam;Medicine Ball Slam;Бросок мяча в пол с медболом
medicine-ball-squat-reach;Medicine Ball Squat Reach;Приседание дотягивание с медболом
medicine-ball-walkover-pushup;Medicine Ball Walkover Pushup;Переход через отжимание с медболом
medicine-ball-wall-ball;Medicine Ball Wall Ball;Бросок мяча в стену с медболом
medicine-ball-wood-chopper;Medicine Ball Wood Chopper;Дровосек с медболом
medicine-ball-wood-chopper-toss;Medicine Ball Wood Chopper Toss;Дровосек с броском медбола
mini-band-alternating-bent-arm-lateral-raise;Mini Band Alternating Bent Arm Lateral Raise;Поочерёдный с согнутой рукой подъём рук в стороны с мини-лентой
mini-band-around-the-world-plank;Mini Band Around The World Plank;Планка «вокруг света» с мини-лентой
mini-band-bent-arm-lateral-raise;Mini Band Bent Arm Lateral Raise;С согнутой рукой подъём рук в стороны с мини-лентой
mini-band-bent-over-rear-delt-row;Mini Band Bent Over Rear Delt Row;В наклоне тяга на заднюю дельту с мини-лентой
mini-band-bent-over-row;Mini Band Bent Over Row;Тяга в наклоне с мини-лентой
mini-band-clamshell;Mini-Band Clamshell;Ракушка с мини-лентой
mini-band-clamshell-raise;Mini Band Clamshell Raise;Ракушка подъём с мини-лентой
mini-band-clock-tap;Mini Band Clock Tap;Касания по часам с мини-лентой
mini-band-external-rotation;Mini Band External Rotation;Внешняя ротация с мини-лентой
mini-band-fire-hydrant;Mini Band Fire Hydrant;Пожарный гидрант с мини-лентой
mini-band-glute-bridge;Mini Band Glute Bridge;Ягодичный мост с мини-лентой
mini-band-jump-squat;Mini Band Jump Squat;Приседание с прыжком с мини-лентой
mini-band-kneeling-row;Mini Band Kneeling Row;На коленях тяга с мини-лентой
mini-band-laying-glute-bridge-abduction;Mini Band Laying Glute Bridge Abduction;Лёжа ягодичный мост отведение с мини-лентой
mini-band-laying-hip-abduction;Mini Band Laying Hip Abduction;Лёжа отведение бедра с мини-лентой
mini-band-laying-hip-flexion;Mini Band Laying Hip Flexion;Лёжа сгибание бедра с мини-лентой
mini-band-leg-raise;Mini Band Leg Raise;Подъём ног с мини-лентой
mini-band-mountain-climber;Mini Band Mountain Climber;Альпинист с мини-лентой
mini-band-overhead-fly;Mini Band Overhead Fly;Разведение рук над головой с мини-лентой
mini-band-plank-glute-kickback;Mini Band Plank Glute Kickback;Планка отведение ноги назад на ягодицы с мини-лентой
mini-band-plank-hand-step-out;Mini Band Plank Hand Step Out;Шаг рукой в сторону в планке с мини-лентой
mini-band-plank-step-out;Mini Band Plank Step Out;Шаг в сторону в планке с мини-лентой
mini-band-pull-apart;Mini Band Pull Apart;Разведение рук в стороны с мини-лентой
mini-band-scissor-kick;Mini Band Scissor Kick;Ножницы ногами с мини-лентой
mini-band-side-laying-hip-abduction;Mini Band Side Laying Hip Abduction;Лёжа на боку отведение бедра с мини-лентой
mini-band-side-to-side;Mini Band Side To Side;Боковой с переходом в боковой с мини-лентой
mini-band-single-leg-deadlift;Mini Band Single Leg Deadlift;Становая тяга на одной ноге с мини-лентой
mini-band-single-leg-raise;Mini Band Single Leg Raise;Одной подъём ног с мини-лентой
mini-band-squat;Mini Band Squat;Приседание с мини-лентой
mini-band-standing-glute-kickback;Mini Band Standing Glute Kickback;Стоя отведение ноги назад на ягодицы с мини-лентой
mini-band-standing-hip-abduction;Mini Band Standing Hip Abduction;Стоя отведение бедра с мини-лентой
mini-band-standing-hip-flexion;Mini Band Standing Hip Flexion;Стоя сгибание бедра с мини-лентой
mini-band-tricep-pushdown;Mini Band Tricep Pushdown;Разгибание рук на блоке вниз с мини-лентой
mini-band-walking-mountain-climber;Mini Band Walking Mountain Climber;Ходьба альпинист с мини-лентой
mini-band-walking-side-to-side;Mini Band Walking Side To Side;Ходьба боковой с переходом в боковой с мини-лентой
monkey-pose;Monkey Pose;Поза обезьяны
mountain;Mountain;Поза горы
mountain-climber;Mountain Climber;Альпинист
narrow-pulldown;Narrow Pulldown;Тяга верхнего блока узким хватом
neutral-chest-press;Neutral Chest Press;Жим от груди нейтральным хватом
neutral-pulldown;Neutral Pulldown;Тяга верхнего блока нейтральным хватом
nordic-hamstring-curl;Nordic Hamstring Curl;Нордическое сгибание ног на заднюю поверхность бедра
oblique-crunch;Oblique Crunch;Скручивание на косые мышцы живота
oblique-jackknife;Oblique Jackknife;На косые мышцы складка
one-arm-cow-face-pose;One Arm Cow Face Pose;Поза коровьей головы одной рукой
parallel-bar-dips;Parallel Bar Dips;Отжимания на брусьях
partner-lower-back-extensions;Partner Lower Back Extensions;С партнёром нижний спиной разгибания
pigeon-pose;Pigeon Pose;Поза голубя
plank-iytw;Plank IYTW;Планка IYTW
plank-saw;Plank Saw;Планка-пила
plate-alternating-deadstop-row;Plate Alternating Deadstop Row;Поочерёдный с полной остановкой тяга с диском
plate-bicep-curl;Plate Bicep Curl;На бицепс сгибание рук с диском
plate-car-driver;Plate Car Driver;Руль с диском
plate-clean;Plate Clean;Взятие диска на грудь
plate-clean-and-press;Plate Clean And Press;Взятие на грудь и жим с диском
plate-curl-to-overhead-press;Plate Curl To Overhead Press;Сгибание рук с переходом в жим над головой с диском
plate-curl-to-overhead-press-to-tricep-extension;Plate Curl To Overhead Press To Tricep Extension;Сгибание рук с переходом в жим над головой с переходом в разгибание рук на трицепс с диском
plate-curtsy-lunge;Plate Curtsy Lunge;Выпад-реверанс с диском
plate-deadlift;Plate Deadlift;Становая тяга с диском
plate-deficit-lunge;Plate Deficit Lunge;С дефицитом выпад с диском
plate-deficit-pushup;Plate Deficit Pushup;С дефицитом отжимание с диском
plate-forward-lunge;Plate Forward Lunge;Выпад вперёд с диском
plate-front-raise;Plate Front Raise;Подъём рук перед собой с диском
plate-full-lateral-raise;Plate Full Lateral Raise;Полный подъём рук в стороны с диском
plate-glute-bridge-to-chest-press;Plate Glute Bridge to Chest Press;Ягодичный мост с переходом в жим от груди с диском
plate-glute-bridge-to-pullover;Plate Glute Bridge to Pullover;Ягодичный мост с переходом в пуловер с диском
plate-goblet-deficit-reverse-lunge;Plate Goblet Deficit Reverse Lunge;Гоблет с дефицитом обратный выпад с диском
plate-good-morning;Plate Good Morning;Наклон «доброе утро» с диском
plate-good-morning-anterior;Plate Good Morning Anterior;Наклон «доброе утро» спереди с диском
plate-halo;Plate Halo;Хало с диском
plate-hip-abduction;Plate Hip Abduction;Отведение бедра с диском
plate-hollow-hold;Plate Hollow Hold;Удержание «банан» с диском
plate-internally-rotated-rear-delt-fly;Plate Internally Rotated Rear Delt Fly;С внутренней ротацией разведение рук на заднюю дельту с диском
plate-lateral-lunge;Plate Lateral Lunge;Боковой выпад с диском
plate-lateral-raise;Plate Lateral Raise;Подъём рук в стороны с диском
plate-overhead-carry;Plate Overhead Carry;Переноска над головой с диском
plate-overhead-press-to-tricep-extension;Plate Overhead Press To Tricep Extension;Жим над головой с переходом в разгибание рук на трицепс с диском
plate-overhead-shrug;Plate Overhead Shrug;Над головой шраги с диском
plate-overhead-squat;Plate Overhead Squat;Над головой приседание с диском
plate-overhead-tricep-extension;Plate Overhead Tricep Extension;Разгибание рук на трицепс над головой с диском
plate-overhead-walking-lunge;Plate Overhead Walking Lunge;Над головой выпады в ходьбе с диском
plate-pinch-grip-deadlift;Plate Pinch Grip Deadlift;Щипковый хват становая тяга с диском
plate-pinch-grip-farmers-carry;Plate Pinch Grip Farmer's Carry;Щипковый хват прогулка фермера с диском
plate-pinch-grip-row;Plate Pinch Grip Row;Щипковый хват тяга с диском
plate-pinch-grip-side-bend;Plate Pinch Grip Side Bend;Щипковый хват наклон в сторону с диском
plate-reach;Plate Reach;Дотягивание с диском
plate-rear-delt-fly;Plate Rear Delt Fly;Разведение рук на заднюю дельту с диском
plate-reverse-lunge;Plate Reverse Lunge;Обратный выпад с диском
plate-reverse-lunge-twist;Plate Reverse Lunge Twist;Обратный выпад скручивание с диском
plate-russian-twist;Plate Russian Twist;Скручивание с поворотом с диском
plate-single-leg-deadlift;Plate Single Leg Deadlift;Становая тяга на одной ноге с диском
plate-single-leg-pinch-grip-deadlift;Plate Single Leg Pinch Grip Deadlift;Одной ноги щипковый хват становая тяга с диском
plate-situp;Plate Situp;Подъём туловища с диском
plate-squat;Plate Squat;Приседание с диском
plate-squat-hold;Plate Squat Hold;Приседание удержание с диском
plate-squat-hold-curl;Plate Squat Hold Curl;Приседание удержание сгибание рук с диском
plate-squat-hold-reach;Plate Squat Hold Reach;Приседание удержание дотягивание с диском
plate-squat-reach;Plate Squat Reach;Приседание дотягивание с диском
plate-staggered-deadlift;Plate Staggered Deadlift;Со смещённой стойкой становая тяга с диском
plate-staggered-pinch-grip-deadlift;Plate Staggered Pinch Grip Deadlift;Со смещённой стойкой щипковый хват становая тяга с диском
plate-staggered-waiters-bow;Plate Staggered Waiters Bow;Со смещённой стойкой поклон официанта с диском
plate-standing-twist;Plate Standing Twist;Стоя скручивание с диском
plate-superman;Plate Superman;Супермен с диском
plate-superman-hold;Plate Superman Hold;Супермен удержание с диском
plate-thruster;Plate Thruster;Трастер с диском
plate-waiters-bow;Plate Waiters Bow;Поклон официанта с диском
plate-weighted-dead-hang;Plate Weighted Dead Hang;С отягощением вис на перекладине с диском
plate-weighted-dip;Plate Weighted Dip;С отягощением отжимание на брусьях с диском
plate-weighted-inverted-row;Plate Weighted Inverted Row;С отягощением инвертированная тяга с диском
plate-wood-chopper;Plate Wood Chopper;Дровосек с диском
pole-overhead-squat;Pole Overhead Squat;Над головой приседание с палкой
pole-rotation;Pole Rotation;Вращение с палкой
prayer-stretch-1;Prayer Stretch 1;Растяжка в позе молитвы 1
prayer-stretch-2-roller;Prayer Stretch 2 Roller;Растяжка в позе молитвы 2 ролик
prayer-stretch-side-bend;Prayer Stretch Side Bend;Растяжка в позе молитвы наклон в сторону
prone-single-leg-hip-extension-hold;Prone Single Leg Hip Extension Hold;Лёжа лицом вниз одной ноги разгибание бедра удержание
pull-ups;Pull Ups;Подтягивания
puppy-pose;Puppy Pose;Поза щенка
push-up;Push Up;Отжимание
pushup-to-renegade-row;Pushup to Renegade Row;Отжимание с переходом в тяга гантелей в планке
pyramid-pose;Pyramid Pose;Поза пирамиды
pyramid-pose-blocks;Pyramid Pose Blocks;Поза пирамиды с блоками
pyramid-pose-calf-blocks;Pyramid Pose Calf Blocks;Поза пирамиды с растяжкой икр на блоках
pyramid-prayer;Pyramid Prayer;Пирамида с молитвой
ql-mobilisation-floor-foam-roller;QL Mobilisation Floor Foam Roller;Мобилизация квадратной мышцы поясницы на полу с массажным роликом
quads-stretch-variation-four;Quads Stretch Variation Four;Растяжка квадрицепсов, вариант 4
quads-stretch-variation-one;Quads Stretch Variation One;Растяжка квадрицепсов, вариант 1
quads-stretch-variation-three;Quads Stretch Variation Three;Растяжка квадрицепсов, вариант 3
quads-stretch-variation-two;Quads Stretch Variation Two;Растяжка квадрицепсов, вариант 2
reach-and-catch;Reach And Catch;Дотянуться и поймать
reclining-pigeon-pose;Reclining Pigeon Pose;Поза голубя лёжа
restful-cow-face-pose-legs;Restful Cow Face Pose Legs;Спокойная поза коровьей головы для ног
reverse-crunch;Reverse Crunch;Обратное скручивание
reverse-crunch-kick-up;Reverse Crunch Kick Up;Обратный скручивание выброс вверх
reverse-prayer;Reverse Prayer;Обратная молитва
revolved-head-to-knee;Revolved Head To Knee;Скрученная поза головы к колену
revolved-side-angle-pose-with-prayer-hands;Revolved Side Angle Pose With Prayer Hands;Скрученная поза бокового угла с руками в молитве
revolved-side-angle-pose-with-prayer-hands-beginner;Revolved Side Angle Pose With Prayer Hands Beginner;Скрученная поза бокового угла с руками в молитве для начинающих
ring-chin-up;Ring Chin Up;Подтягивание обратным хватом на кольцах
ring-curl;Ring Curl;Сгибание рук на кольцах
ring-pull-up;Ring Pull Up;Подтягивание на кольцах
ring-rear-delt-fly;Ring Rear Delt Fly;Разведение рук на заднюю дельту на кольцах
ring-row;Ring Row;Тяга на кольцах
ring-skullcrusher;Ring Skullcrusher;Французский жим лёжа на кольцах
ring-standing-archer-pushup;Ring Standing Archer Pushup;Стоя лучника отжимание на кольцах
ring-standing-chest-fly;Ring Standing Chest Fly;Стоя разведение рук на грудь на кольцах
ring-standing-pushup;Ring Standing Pushup;Стоя отжимание на кольцах
ring-standing-roll-out;Ring Standing Roll Out;Стоя раскатывание наружу на кольцах
ring-twisting-chin-up;Ring Twisting Chin Up;С поворотом подтягивание обратным хватом на кольцах
rower-knee-tuck;Rower Knee Tuck;Подтягивание коленей на гребном тренажёре
rower-pike;Rower Pike;Пайк на гребном тренажёре
runners-lunge;Runners Lunge;Выпад бегуна
scapular-depression;Scapular Depression;Депрессия лопаток
scapular-elevation;Scapular Elevation;Элевация лопаток
scapular-retraction;Scapular Retraction;Ретракция лопаток
scissor-kick;Scissor Kick;Ножницы ногами
scorpion-twist-pose;Scorpion Twist Pose;Поза скорпиона со скручиванием
seated-arm-stretch;Seated Arm Stretch;Сидя рукой растяжка
seated-box-jump;Seated Box Jump;Сидя на коробке прыжок
seated-doming;Seated Doming;Доминг стопы сидя
seated-forward-bend;Seated Forward Bend;Наклон вперёд сидя
seated-hip-flexion-hold;Seated Hip Flexion Hold;Сидя сгибание бедра удержание
seated-lateral-line-stretch;Seated Lateral Line Stretch;Растяжка боковой линии сидя
seated-lateral-raise;Seated Lateral Raise;Сидя подъём рук в стороны
seated-leg-curl;Seated Leg Curl;Сидя сгибание ног
seated-plantar-flexions;Seated Plantar Flexions;Подошвенные сгибания сидя
seated-quad-stretch;Seated Quad Stretch;Сидя квадрицепса растяжка
seated-radial-nerve-slider;Seated Radial Nerve Slider;Слайдер лучевого нерва сидя
seated-radial-nerve-tensioner;Seated Radial Nerve Tensioner;Натяжение лучевого нерва сидя
seated-side-bend-pose;Seated Side Bend Pose;Сидя наклон в сторону поза
seated-tibialis-raise;Seated Tibialis Raise;Сидя подъём носков
seated-twist;Seated Twist;Скручивание сидя
seated-ulnar-nerve-slider;Seated Ulnar Nerve Slider;Слайдер локтевого нерва сидя
seated-ulnar-nerve-tensioner;Seated Ulnar Nerve Tensioner;Натяжение локтевого нерва сидя
seated-upper-trap-and-suprispinatus-stretch;Seated Upper Trap And Suprispinatus Stretch;Сидя растяжка верхней трапеции и надостной мышцы
seated-wrist-extensor-stretch;Seated Wrist Extensor Stretch;Сидя растяжка разгибателей запястья
seated-wrist-flexor-stretch;Seated Wrist Flexor Stretch;Сидя растяжка сгибателей запястья
serratus-activation-active-plank;Serratus Activation Active Plank;Передней зубчатой мышцы активация активный планка
serratus-activation-cross-punch;Serratus Activation Cross Punch;Активация передней зубчатой мышцы перекрёстным ударом
serratus-activation-plank;Serratus Activation Plank;Передней зубчатой мышцы активация планка
shoulder-flexion-thoracic-extensions;Shoulder Flexion Thoracic Extensions;Плеча сгибание грудного отдела разгибания
shoulders-stretch-variation-four;Shoulders Stretch Variation Four;Растяжка плеч, вариант 4
shoulders-stretch-variation-one;Shoulders Stretch Variation One;Растяжка плеч, вариант 1
shoulders-stretch-variation-three;Shoulders Stretch Variation Three;Растяжка плеч, вариант 3
